SCROLL RIGHT (AND DOWN) FOR DEPTH-ZONE EnergyBudget and ConsumptionBudget matrices-->>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NOTE: active link to total consumption (q) from from STEP 8 (Production_base(:,1)) in ECOTRANstatic_GoMexOcn_12282021.m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Model: NCC2_05092022.xlsm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NOTE: calculated from depth-integrated model using total phytoplankton production driver = 0.0199 (mmoles N/m3/d) from {Hidalgo-Gonzalez, 2005 #96} ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,error-checking,,,,,,,,
,,PiscF6: hake,0,0,0,0,0,0,0.00099958,0.000100402,0.005516312,0,0.003801807,0.001726599,0.008027614,0.000114577,0.000114577,0.000107737,2.73E-06,0.02849802,0.024426874,0.072658002,0,0.086711275,0.088842084,0.011163959,0.026811209,0.084589216,0.089115516,0.132681567,0.115056815,0.100687184,0.06583239,0.152978654,0.101402937,0.069708444,0.053799738,0.007782562,0,0,0,0,0,0.006654282,0.050265609,0,0,0,0,0,0,0,0,0.005529893,0,0,0,0.004316049,0,0.025457043,0.040464006,0.102979405,0,0.052812084,0.007522296,0.001128741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000247075,0.32014037,8.62E-06,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,PiscF6: hake,0,0,0,0,0,0,0.363021581,0.351056596,3.510565969,0,0.123804772,0.330245668,1.751547016,0.025267601,0.000347089,0.000568361,0.006389368,18.93557058,5.794985522,1.666446104,0,3.978126227,0.730632046,0.074660365,0.68422621,1.612139656,0.041824923,0.184376358,0.049674227,0.031522235,0.006126553,0.089341595,0.005468176,0.024295974,0.009084744,0.058179865,0,0,0,0,0,0.261159997,0.258574735,0,0,0,0,0,0,0,0,0.115429612,0,0,0,0.04315069,0,0.289626165,2.278505407,0.397651019,0,5.718972729,0.962742685,0.215001031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312337944,0.051619976,0.031620779,0,0,0,0,0,0,0,0,0,,51.37588815,2.57E-02,51.4015761,51.40157608,,,51.40157608,2.01003E-08,
,,PiscF10: tuna aggregate,0,0,0,0,0,0,0,0,0,0.000568239,2.35E-05,2.94E-05,2.35E-05,0,0,1.27E-05,0,1.17E-05,9.99E-06,0.000681713,0,0.002297344,0.003952619,0.009165042,0.007923768,0.000509641,0.002297345,0.00316004,0.003160039,0.00316004,0.001109979,0.00110998,0.003160035,0.001109981,0.001109979,0.002497926,0.000501621,0,0,0,0,4.55E-06,5.69E-05,0.0011122,0,1.82E-05,0,0,0,0.000227907,0,0,0.000357881,0,0,0,0,0.000137449,9.20E-06,0,0,1.53E-05,5.40E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,PiscF10: tuna aggregate,0,0,0,0,0,0,0,0,0,0.006998001,0.000766326,0.005626289,0.005134542,0,0,6.71285E-05,0,0.007746622,0.002370753,0.015635404,0,0.105397202,0.032506104,0.061292359,0.202215787,0.009712977,0.001078222,0.00439124,0.001364304,0.000989317,0.000103298,0.000648243,0.000170406,0.000386869,0.000187434,0.018673667,0.003308921,0,0,0,0,0.000178759,0.000292857,0.004667714,0,0.000933531,0,0,0,0.000858504,0,0,0.001254665,0,0,0,0,0.00156377,0.000517813,0,0,0.001660192,0.006909801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.505609021,,0.505609021,0.50560902,,,0.50560902,1.14754E-09,
,,PiscF7: sablefish,0,0,0,8.28E-08,8.28E-08,0,6.43E-06,6.43E-06,6.43E-06,7.72E-06,2.91E-05,3.64E-05,2.91E-05,6.14E-05,6.14E-05,0.000321861,7.73E-05,0.000340355,0.000291733,0.005245437,0,0.002905643,0.007567571,0.017547126,0.015170619,0.000644586,0.002905644,0.003665954,0.003665956,0.003665948,0.001287653,0.001287651,0.003665955,0.001287647,0.001287651,0.00460571,0.029800565,0.004660688,0.003071855,0.003330374,0,0,0,0.009283066,0,0.006280899,0,0,0.006255575,0,0.004496759,0.009261272,0.047220942,0.026909651,0.0058265,0.007449121,0.009355632,0.005736539,0.001299577,0.010844945,4.94E-05,0.000518652,2.11E-05,6.89E-08,4.17E-05,1.22E-07,5.64E-07,0,0.000891987,0.017455481,0.000294546,1.19E-07,1.21E-07,1.19E-07,3.95E-08,1.16E-07,1.19E-07,1.19E-07,3.02E-08,0,0,0,0,0,0,0,0,0,0,0,0,0.017620463,1.37E-05,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,PiscF7: sablefish,0,0,0,0.000814955,0.000110969,0,0.002335105,0.022481498,0.00409185,9.50202E-05,0.000948507,0.006963835,0.006355184,0.013543489,0.00018604,0.001697969,0.180760732,0.22614948,0.06921011,0.120306623,0,0.133304625,0.062235254,0.117348593,0.387156549,0.012284812,0.001363717,0.005094267,0.001582727,0.001147702,0.000119833,0.000752006,0.000197687,0.000448793,0.000217436,0.034430766,0.196577988,0.009560905,0.001290941,0.000584671,0,0,0,0.038959444,0,0.32268676,0,0,0.009404981,0,0.017441084,0.193317485,0.165548179,0.007751892,0.120574798,0.074474293,0.007205512,0.065264917,0.073178477,0.041877337,0.040427455,0.05616437,0.002702863,1.31145E-05,0.002683958,5.33818E-05,0.000137099,0,0.013357802,0.034647876,0.0795586,1.23948E-07,1.07715E-07,4.87701E-09,4.85709E-09,6.59751E-09,7.08532E-09,4.71159E-09,2.29008E-10,0,0,0,0,0,0,0,0,0,0,0,0,0.002841153,0.050324148,0,0,0,0,0,0,0,0,0,,3.042347878,1.52E-03,3.043870719,3.043870719,,,3.043870719,2.22075E-10,
,,PiscF8: Hexagrammidae (lingcod greenling),0,0,0,0,0,1.62E-08,1.75E-07,1.75E-07,1.75E-07,2.10E-07,6.30E-06,7.87E-06,6.30E-06,5.37E-07,5.37E-07,1.08E-05,0,0,0,0.005142461,0,0.000539944,0.002354771,0.005460071,0.004720582,0.000119781,0.000539943,0.000738449,0.000738448,0.000738451,0.000259393,0.000259393,0.00073845,0.000259393,0.000259393,0,0.016875083,0,0,0,0,0,0,0.019322441,0,0.004143846,0,0.028107401,0,0.014327784,0.000266302,0.008613635,0.005987335,0.007891541,0.005286573,0.005720524,0,0.001417685,0.000669253,0.000562157,6.54E-07,0.000322182,5.09E-05,1.44E-07,1.43E-06,4.08E-07,5.25E-07,9.17E-06,0.002207257,0.002344945,0.000457317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,PiscF8: Hexagrammidae (lingcod greenling),0,0,0,0,0,7.83237E-05,6.3565E-05,0.000611979,0.000111386,2.58659E-06,0.000205103,0.001505847,0.001374233,0.00011845,1.62709E-06,5.70078E-05,0,0,0,0.1179448,0,0.024771465,0.019365501,0.036514904,0.120469995,0.002282838,0.000253413,0.00102616,0.000318815,0.000231188,2.41399E-05,0.000151489,3.98211E-05,9.04082E-05,4.38017E-05,0,0.111315673,0,0,0,0,0,0,0.081092985,0,0.212893788,0,0.085512491,0,0.053971414,0.001032878,0.179798873,0.020990526,0.002273325,0.109401441,0.057192252,0,0.016129074,0.037685278,0.002170747,0.000535128,0.034888755,0.006510099,2.75016E-05,9.1704E-05,0.000178446,0.000127589,0.000744024,0.033054405,0.004654548,0.123524095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.503455889,3.55E-05,1.503491432,1.503491434,,,1.503491434,-1.48909E-09,
,,PiscF9: flatfish (water-column feeders),0,0,0,0,0,0,0,0,0,0.000166939,5.13E-06,6.41E-06,5.13E-06,0,0,0,0,0.00015286,0.000131023,0.002766048,0.01894162,0.005117334,0.008804457,0.007905425,0.015881088,0.0082973,0.005117329,0.006173343,0.006173338,0.006173345,0.002168327,0.002168329,0.006173346,0.002168325,0.002168327,0.00718466,0.017403776,0.048540695,0.011800789,0.028863198,0,0,0,0.009736997,0,0.012709272,0,0.031863841,0.012032828,0,0,0.019037398,0.003133142,0,0.008088968,0.020652214,0,0.002407515,0.001612054,0.000901678,1.81E-05,0.001584657,0.001197173,0.000359117,0,0,0,0,0.001717485,0.001354032,0.000616589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.07E-06,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,PiscF9: flatfish (water-column feeders),0,0,0,0,0,0,0,0,0,0.002055891,0.000167048,0.001226449,0.001119252,0,0,0,0,0.101568098,0.031083596,0.063440635,0.00082803,0.234772226,0.072407335,0.052868513,0.405287841,0.158133707,0.002401736,0.008578572,0.002665255,0.001932695,0.000201791,0.001266333,0.000332899,0.000755742,0.000366148,0.053710149,0.114803169,0.099576076,0.004959258,0.005067139,0,0,0,0.040864512,0,0.652950127,0,0.096940888,0.018090827,0,0,0.397381898,0.010984237,0,0.167394771,0.206475243,0,0.02739043,0.09077385,0.003481795,0.014799906,0.171601044,0.153220406,0.068404071,0,0,0,0,0.02571991,0.002687656,0.166544315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029624472,0,0,0,0,0,0,0,0,0,,3.766905944,,3.766905944,3.766905935,,,3.766905935,9.19948E-09,
,,BnthF1: skates & rays,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001827121,0,0.000300748,0.000517443,0.00119981,0.001037313,6.67E-05,0.000300748,0.000413572,0.000413572,0.000413572,0.000145684,0.000145685,0.000413571,0.000145685,0.000145685,0,0,0,0,0,0,0,0,0,0,0.003535564,0,0,0,0.016629964,0,0.006504069,0,0,0.01120908,0.042060219,0,0.005348437,0.001789347,0.027054891,8.04E-05,0.000676699,0.002660831,0.000997715,0,0,0.002072705,0,0.01202849,0.018809174,0.002690959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.95E-05,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,BnthF1: skates & rays,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041905892,0,0.01379768,0.004255424,0.008023882,0.026472394,0.001271538,0.000141151,0.000574706,0.000178554,0.000129477,1.35578E-05,8.50817E-05,2.23019E-05,5.07765E-05,2.46006E-05,0,0,0,0,0,0,0,0,0,0,0.181642723,0,0,0,0.062643508,0,0.135764312,0,0,0.231963016,0.420506668,0,0.060849457,0.100757125,0.104471422,0.06576512,0.073279164,0.340547079,0.190043275,0,0,0.504059589,0,0.180130589,0.03733486,0.726843836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365041091,0,0,0,0,0,0,0,0,0,,3.878589851,,3.878589851,3.878589852,,,3.878589852,-1.20734E-09,
,,BnthF2: misc. small benthic fishes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001021409,0,0.002425456,0.002030872,0.004709043,0.004071268,0.000538062,0.002425456,0.001542173,0.001542174,0.001542171,0.001175458,0.001175459,0.001542173,0.001175454,0.001175457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021375026,0,0.019935037,0.008002343,0.005601633,0.007865359,0.005674397,0.013387285,0.005577493,0.000250396,0.000210268,7.72E-05,0,0.006275965,0.009813846,0.027351245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000601065,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,BnthF2: misc. small benthic fishes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023426516,0,0.111274671,0.016701774,0.031492311,0.103899404,0.010254624,0.001138349,0.002143028,0.000665813,0.000482809,0.000109392,0.000686484,8.3162E-05,0.000409689,0.00019849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213701721,0,0.226801997,0.45060746,0.021630489,6.433781378,0.614475266,1.713374578,1.062392884,0.016103608,0.091912429,0.01878552,0,0.093984646,0.019479779,7.387730896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.206021246,0,0,0,0,0,0,0,0,0,,20.87375041,,20.87375041,20.8737504,,,20.8737504,1.28526E-08,
,,BnthF3: benthivorous rockfish,0,0,0,0,0,0,2.10E-05,2.10E-05,2.10E-05,2.52E-05,0.000658114,0.000822642,0.000658114,8.92E-06,8.92E-06,0,1.19E-05,1.99E-05,1.71E-05,0.000161957,0,0.000120219,0.000206838,0.000446113,0.000405174,2.67E-05,0.000120219,0.000165299,0.000165299,0.000165299,5.80E-05,5.80E-05,0.000165299,5.80E-05,5.80E-05,0.011771561,0.000648893,0,0,0,0,0,0,0.001438732,0,0,0,0,0,0.001144282,0,0.00432407,0,0,0.000278917,0.000630113,0,0.00276583,0.000237913,0,0,0.00809627,0.003161283,0,0,0,0,0,0,0,0.004488671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.43E-05,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,BnthF3: benthivorous rockfish,0,0,0,0,0,0,0.0076217,0.073378817,0.013355663,0.000310143,0.021431281,0.157346298,0.143593957,0.00196792,2.70323E-05,0,0.027818269,0.01325579,0.004056762,0.003714565,0,0.005515385,0.001701021,0.002983439,0.01034011,0.000508277,5.64229E-05,0.000229702,7.13657E-05,5.17503E-05,5.40017E-06,3.38887E-05,8.91379E-06,2.02247E-05,9.79863E-06,0.088000301,0.004280391,0,0,0,0,0,0,0.006038112,0,0,0,0,0,0.004310401,0,0.090259556,0,0,0.005771962,0.006299695,0,0.031466993,0.013396765,0,0,0.87673769,0.404597454,0,0,0,0,0,0,0,1.212416311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272831681,0,0,0,0,0,0,0,0,0,,3.505821209,,3.505821209,3.50582121,,,3.50582121,-1.18092E-09,
,,BnthF4: Gadidae (cod haddock pollock),0,0,0,0,0,0,1.66E-06,1.66E-06,1.66E-06,1.99E-06,1.16E-06,1.45E-06,1.16E-06,2.05E-06,2.05E-06,0,0,0.000115304,9.88317E-05,0.000247626,0,0.000120469,0.000207269,0.000480599,0.000415509,2.67E-05,0.000120469,0.000165707,0.000165707,0.000165707,5.82E-05,5.82E-05,0.000165707,5.82E-05,5.82E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000528107,0,0.000275472,0,0,0,7.84E-05,0,9.06E-05,4.57E-05,0,1.36E-05,0.000229221,0.000180263,2.70E-05,1.52E-05,2.55E-06,4.68E-06,2.77E-06,0.000543262,0.000849509,0.00012433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007507974,7.46E-06,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,BnthF4: Gadidae (cod haddock pollock),0,0,0,0,0,0,0.000603196,0.005807336,0.001056992,2.45453E-05,3.77444E-05,0.000277115,0.000252894,0.00045133,6.19971E-06,0,0,0.076613786,0.023446654,0.005679427,0,0.005526861,0.001704564,0.003214066,0.010603849,0.000509333,5.65401E-05,0.000230269,7.15419E-05,5.18781E-05,5.41683E-06,3.39932E-05,8.93579E-06,2.0287E-05,9.82883E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001989329,0,0.005750139,0,0,0,0.000784019,0,0.001030968,0.002572223,0,0.011141279,0.024822176,0.023071005,0.005151242,0.000976023,0.001114143,0.001138571,0.000224856,0.008135524,0.001686214,0.033582198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001210598,0.027385982,0,0,0,0,0,0,0,0,0,,0.288071074,,0.288071074,0.288071074,,,0.288071074,-1.59574E-10,
,,BnthF5: flatfish (benthic feeders),0,0,0,0,0,0,0.00012929,0.00012929,0.00012929,0.000155148,0,0,0,2.83E-05,2.83E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004283173,0,0,0,0,0.013562777,0.00380911,0.014962797,0.004488238,0,0,0,0,0.006287958,0.009832592,0.013756056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144656829,0.000526575,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,BnthF5: flatfish (benthic feeders),0,0,0,0,0,0,0.046954692,0.452061787,0.082279659,0.001910682,0,0,0,0.006242003,8.57434E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042822006,0,0,0,0,11.09420911,0.412485099,1.915016815,0.854913126,0,0,0,0,0.094164244,0.019516989,3.715591114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023324712,1.932629402,0,0,0,0,0,0,0,0,0,,20.69420718,,20.69420718,20.69420719,,,20.69420719,-1.3558E-08,
,,BnthF6: flatfish (small),0,0,0,0,0,0,0.000209942,0.000209942,0.000209942,0.000251931,0.000311672,0.00038959,0.000311672,0,0,0.000396212,0.000145252,0.001361673,0.001167148,0.002192845,0,0.005203335,0.004356835,0.01010231,0.008734097,0.001154305,0.005203343,0.003311343,0.003311337,0.003311345,0.002515908,0.002515909,0.00331135,0.002515907,0.002515907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00567984,0,0,0,0,0,0.003209861,0.001503257,0,0.001258213,0.004057762,0.008623523,0.004789685,0.000215028,9.03E-05,6.63E-05,9.81E-05,0.003854441,0.006027264,0.007339983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061749009,0.000234521,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,BnthF6: flatfish (small),0,0,0,0,0,0,0.076245544,0.73406302,0.13360664,0.003102585,0.010149514,0.074516673,0.068003786,0,0,0.002090204,0.339604297,0.9047663,0.276891972,0.050293941,0,0.23871776,0.035830356,0.067560459,0.22289551,0.021999259,0.002442105,0.004601493,0.001429625,0.001036686,0.000234138,0.001469325,0.000178565,0.000876887,0.000424842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118559555,0,0,0,0,0,0.036518763,0.08464754,0,1.029204828,0.439411394,1.103683488,0.912332347,0.01382901,0.039465008,0.016132108,0.007964812,0.057721529,0.011963687,1.982572185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009956515,0.860734792,0,0,0,0,0,0,0,0,0,,9.997729045,,9.997729045,9.997729048,,,9.997729048,-2.73439E-09,
,,BnthF7: grenadier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011424232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006919577,0,0,0,0,0,0,0,0,0,9.21E-05,0,0,0,0,0,0.001694521,0,0,0,0,0,0,0,0,0.000121485,0.000141037,0.000277285,0.000207943,0,0,0,0,0,0,0.000331411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.73E-05,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,BnthF7: grenadier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262020238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05172847,0,0,0,0,0,0,0,0,0,0.004732382,0,0,0,0,0,0.035371006,0,0,0,0,0,0,0,0,0.099373844,0.015272811,0.035488336,0.039608736,0,0,0,0,0,0,0.089515916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137067371,0,0,0,0,0,0,0,0,0,,0.770179109,,0.770179109,0.77017911,,,0.77017911,-1.04546E-09,
,,JuvF1: juvenile rockfish,0,0,0,0,0,0,0.001672654,0.001672654,0.001672654,0.002007186,0.005251976,0.00656497,0.005251976,0.00014373,0.00014373,0,0,0.001079899,0.000925628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002980444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000336505,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,JuvF1: juvenile rockfish,0,0,0,0,0,0,0.607464473,5.848436139,1.064472487,0.024718968,0.17102909,1.255678274,1.145929818,0.031696674,0.000435402,0,0,0.717541214,0.219594172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167827121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122230476,0,0,0,0,0,0,0,0,0,0,0,0,0,,11.37705431,,11.37705431,11.3770543,,,11.3770543,1.12976E-08,
,,JuvF2: juvenile fish (other),0,0,0,0.000600546,0.000600546,0,0.008750365,0.008750366,0.008750366,0.01050044,0.008823517,0.011029398,0.008823518,0.000468097,0.000468097,0,0,0.00263677,0.002260088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031089434,0,0,0.000467288,0,0.001557584,0.001159775,0,0,0,0,0,0,0.004265529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001643883,0.046383102,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,JuvF2: juvenile fish (other),0,0,0,5.907539368,0.804407715,0,3.177905091,30.59565726,5.568708378,0.129315405,0.287335328,2.109587099,1.925205527,0.103228874,0.001418003,0,0,1.752007462,0.536179116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353706174,0,0,0.38223706,0,0.199347786,0.220912196,0,0,0,0,0,0,1.152144279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59711549,0.505479812,0,0,0,0,0,0,0,0,0,0,0,0,,56.30943742,,56.30943742,56.30943744,,,56.30943744,-1.56876E-08,
,,JuvF3: juvenile fish (chondrichthys),0,0,0,0,0,0,0.000164657,0.000164657,0.000164657,0.000197588,0.000881217,0.001101521,0.000881217,0,0,0,0,0.000565991,0.000485135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000200588,0.001688316,0.001327716,0.000995691,0.004470054,0.000855843,0.0006895,0.002039627,0.008002724,0.012514009,0.001220682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41E-05,0.000398209,0,0.025673064,1.79E-06,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,JuvF3: juvenile fish (chondrichthys),0,0,0,0,0,0,0.059799108,0.575722982,0.104787207,0.002433348,0.028696579,0.210687386,0.192272944,0,0,0,0,0.376073689,0.115092472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164079224,0.182826221,0.169928078,0.189657705,0.287480612,0.374105819,0.167678974,0.165574424,0.119843417,0.02483941,0.329713259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00512636,0.004339649,0,0.004139568,0.006563169,0,0,0,0,0,0,0,0,0,,3.861461605,,3.861461605,3.861461608,,,3.861461608,-2.66889E-09,
,,DepB1: infauna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222874009,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,DepB1: infauna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817.9895,0,0,0,0,0,0,0,0,0,,817.9895,,817.9895,817.9895012,,,817.9895012,-1.19817E-06,
,,DepB2a: Pandalus spp.,0,0,0,0,0,0,0.004328958,0.004766116,0.006730796,0.005194745,0.009723037,0.019681804,0.009723038,0,0,0,0,0.015085788,0.012930675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023761951,0,0.047184875,0.041282754,0.006619101,0.001111669,0.006125926,0.006040418,0,0,0.007230173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002089815,0.058965344,0.001231475,0,0.006884698,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,DepB2a: Pandalus spp.,0,0,0,0,0,0,1.572164782,16.66472509,4.28345986,0.06397452,0.316627922,3.764528219,2.121471934,0,0,0,0,10.02378413,3.067648943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.43702652,0,6.038966659,7.863479655,0.425691332,0.485932403,1.489759297,0.490353744,0,0,1.952911887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.759093687,0.642600205,1.556758575,0,25.26813447,0,0,0,0,0,0,0,0,0,,108.2890938,,108.2890938,108.289094,,,108.289094,-2.10226E-07,
